Nom;Pob
  12087-Palanques ;31
  12088-Pavias ;74
  12089-Peniscola/Peniscola ;7444
  12090-Pina de Montalgrao ;129
  12093-Pobla de Benifassa, la ;228
  12094-Pobla Tornesa, la ;1191
  12091-Portell de Morella ;218
  12092-Puebla de Arenoso ;141
  12095-Ribesalbes ;1233
  12096-Rossell ;1020
  12097-Sacanet ;80
  12098-Salzadella, la ;762
  12101-San Rafael del Rio ;502
  12902-Sant Joan de Moro ;3051
  12099-Sant Jordi/San Jorge ;1020
  12100-Sant Mateu ;1995
  12102-Santa Magdalena de Pulpis ;810
  12104-Segorbe ;9073
  12103-Serratella, la ;101
  12105-Sierra Engarceran ;1018
  12106-Soneja ;1476
  12107-Sot de Ferrer ;428
  12108-Sueras/Suera ;564
  12109-Tales ;836
  12110-Teresa ;277
  12111-Tirig ;489
  12112-Todolella ;140
  12113-Toga ;106
  12114-Toras ;231
  12115-Toro, El ;251
  12116-Torralba del Pinar ;71
  12119-Torre d'En Besora, la ;163
  12120-Torre d'en Domenec, la ;217
  12117-Torreblanca ;5413
  12118-Torrechiva ;81
  12121-Traiguera ;1534
  12122-Useras/Useres, les ;1014
  12124-Vall d'Alba ;2844
  12125-Vall de Almonacid ;262
  12126-Vall d'Uixo, la ;31671
  12123-Vallat ;52
  12127-Vallibona ;85
  12128-Vilafames ;1867
  12132-Vilanova d'Alcolea ;603
  12134-Vilar de Canes ;175
  12135-Vila-real ;50580
  12136-Vilavella, la ;3253
  12129-Villafranca del Cid/Vilafranca ;2295
  12130-Villahermosa del Rio ;484
  12131-Villamalur ;70
  12133-Villanueva de Viver ;61
  12137-Villores ;37
  12138-Vinaros ;28190
  12139-Vistabella del Maestrat ;370
  12140-Viver ;1558
  12052-Xert ;779
  12141-Zorita del Maestrazgo ;129
  12142-Zucaina ;183
  13001-Abenojar ;1471
  13002-Agudo ;1750
  13003-Alamillo ;531
  13004-Albaladejo ;1323
  13005-Alcazar de San Juan ;31269
  13006-Alcoba ;637
  13007-Alcolea de Calatrava ;1475
  13008-Alcubillas ;518
  13009-Aldea del Rey ;1823
  13010-Alhambra ;1042
  13011-Almaden ;5794
  13012-Almadenejos ;456
  13013-Almagro ;9074
  13014-Almedina ;572
  13015-Almodovar del Campo ;6477
  13016-Almuradiel ;843
  13017-Anchuras ;343
  13903-Arenales de San Gregorio ;672
  13018-Arenas de San Juan ;1067
  13019-Argamasilla de Alba ;7110
  13020-Argamasilla de Calatrava ;5992
  13021-Arroba de los Montes ;471
  13022-Ballesteros de Calatrava ;416
  13023-Bolanos de Calatrava ;12001
  13024-Brazatortas ;1038
  13025-Cabezarados ;328
  13026-Cabezarrubias del Puerto ;521
  13027-Calzada de Calatrava ;4122
  13028-Campo de Criptana ;14126
  13029-Canada de Calatrava ;106
  13030-Caracuel de Calatrava ;165
  13031-Carrion de Calatrava ;3090
  13032-Carrizosa ;1331
  13033-Castellar de Santiago ;2055
  13038-Chillon ;1937
  13034-Ciudad Real ;74427
  13035-Corral de Calatrava ;1135
  13036-Cortijos, Los ;961
  13037-Cozar ;1092
  13039-Daimiel ;18577
  13040-Fernan Caballero ;1069
  13041-Fontanarejo ;281
  13042-Fuencaliente ;1082
  13043-Fuenllana ;261
  13044-Fuente el Fresno ;3365
  13045-Granatula de Calatrava ;819
  13046-Guadalmez ;813
  13047-Herencia ;8758
  13048-Hinojosas de Calatrava ;499
  13049-Horcajo de los Montes ;959
  13050-Labores, Las ;617
  13904-Llanos del Caudillo ;739
  13051-Luciana ;398
  13052-Malagon ;8280
  13053-Manzanares ;18642
  13054-Membrilla ;6168
  13055-Mestanza ;724
  13056-Miguelturra ;15032
  13057-Montiel ;1450
  13058-Moral de Calatrava ;5429
  13059-Navalpino ;235
  13060-Navas de Estena ;265
  13061-Pedro Munoz ;7714
  13062-Picon ;698
  13063-Piedrabuena ;4624
  13064-Poblete ;2334
  13065-Porzuna ;3742
  13066-Pozuelo de Calatrava ;3371
  13067-Pozuelos de Calatrava, Los ;430
  13068-Puebla de Don Rodrigo ;1220
  13069-Puebla del Principe ;756
  13070-Puerto Lapice ;955
  13071-Puertollano ;50035
  13072-Retuerta del Bullaque ;1019
  13901-Robledo, El ;1228
  13902-Ruidera ;608
  13073-Saceruela ;617
  13074-San Carlos del Valle ;1184
  13075-San Lorenzo de Calatrava ;231
  13076-Santa Cruz de los Canamos ;546
  13077-Santa Cruz de Mudela ;4330
  13078-Socuellamos ;12721
  13080-Solana del Pino ;353
  13079-Solana, La ;15979
  13081-Terrinches ;782
  13082-Tomelloso ;37645
  13083-Torralba de Calatrava ;3107
  13084-Torre de Juan Abad ;1108
  13085-Torrenueva ;2911
  13086-Valdemanco del Esteras ;210
  13087-Valdepenas ;30514
  13088-Valenzuela de Calatrava ;706
  13089-Villahermosa ;2014
  13090-Villamanrique ;1286
  13091-Villamayor de Calatrava ;673
  13092-Villanueva de la Fuente ;2288
  13093-Villanueva de los Infantes ;5373
  13094-Villanueva de San Carlos ;308
  13095-Villar del Pozo ;99
  13096-Villarrubia de los Ojos ;10494
  13097-Villarta de San Juan ;2953
  13098-Viso del Marques ;2524
  14001-Adamuz ;4317
  14002-Aguilar de la Frontera ;13551
  14003-Alcaracejos ;1523
  14004-Almedinilla ;2455
  14005-Almodovar del Rio ;7961
  14006-Anora ;1563
  14007-Baena ;19802
  14008-Belalcazar ;3437
  14009-Belmez ;3119
  14010-Benameji ;5060
  14011-Blazquez, Los ;703
  14012-Bujalance ;7693
  14013-Cabra ;20837
  14014-Canete de las Torres ;3010
  14015-Carcabuey ;2595
  14016-Cardena ;1604
  14017-Carlota, La ;13929
  14018-Carpio, El ;4496
  14019-Castro del Rio ;7972
  14020-Conquista ;438
  14021-Cordoba ;327362
  14022-Dona Mencia ;4882
  14023-Dos Torres ;2457
  14024-Encinas Reales ;2343
  14025-Espejo ;3443
  14026-Espiel ;2508
  14027-Fernan-Nunez ;9713
  14028-Fuente la Lancha ;377
  14029-Fuente Obejuna ;4894
  14030-Fuente Palmera ;10895
  14031-Fuente-Tojar ;721
  14032-Granjuela, La ;482
  14033-Guadalcazar ;1566
  14034-Guijo, El ;372
  14035-Hinojosa del Duque ;7054
  14036-Hornachuelos ;4642
  14037-Iznajar ;4556
  14038-Lucena ;42697
  14039-Luque ;3127
  14040-Montalban de Cordoba ;4519
  14041-Montemayor ;3950
  14042-Montilla ;23519
  14043-Montoro ;9640
  14044-Monturque ;2007
  14045-Moriles ;3848
  14046-Nueva Carteya ;5470
  14047-Obejo ;2027
  14048-Palenciana ;1545
  14049-Palma del Rio ;21522
  14050-Pedro Abad ;2927
  14051-Pedroche ;1624
  14052-Penarroya-Pueblonuevo ;11300
  14053-Posadas ;7544
  14054-Pozoblanco ;17380
  14055-Priego de Cordoba ;22936
  14056-Puente Genil ;30167
  14057-Rambla, La ;7547
  14058-Rute ;10269
  14059-San Sebastian de los Ballesteros ;816
  14061-Santa Eufemia ;859
  14060-Santaella ;6062
  14062-Torrecampo ;1177
  14063-Valenzuela ;1241
  14064-Valsequillo ;379
  14065-Victoria, La ;2375
  14066-Villa del Rio ;7403
  14067-Villafranca de Cordoba ;4889
  14068-Villaharta ;703
  14069-Villanueva de Cordoba ;9141
  14070-Villanueva del Duque ;1553
  14071-Villanueva del Rey ;1096
  14072-Villaralto ;1238
  14073-Villaviciosa de Cordoba ;3443
  14074-Viso, El ;2651
  14075-Zuheros ;688
  15001-Abegondo ;5586
  15002-Ames ;30267
  15003-Aranga ;1997
  15004-Ares ;5743
  15005-Arteixo ;30950
  15006-Arzua ;6219
  15007-Bana, A ;3698
  15008-Bergondo ;6700
  15009-Betanzos ;13202
  15010-Boimorto ;2125
  15011-Boiro ;18950
  15012-Boqueixon ;4321
  15013-Brion ;7564
  15014-Cabana de Bergantinos ;4552
  15015-Cabanas ;3299
  15016-Camarinas ;5577
  15017-Cambre ;24076
  15018-Capela, A ;1334
  15019-Carballo ;31283
  15901-Carino ;4167
  15020-Carnota ;4284
  15021-Carral ;6180
  15022-Cedeira ;7062
  15023-Cee ;7723
  15024-Cerceda ;5076
  15025-Cerdido ;1233
  15027-Coiros ;1757
  15028-Corcubion ;1655
  15029-Coristanco ;6551
  15030-Coruna, A ;243870
  15031-Culleredo ;29593
  15032-Curtis ;4015
  15033-Dodro ;2882
  15034-Dumbria ;3077
  15035-Fene ;13385
  15036-Ferrol ;69452
  15037-Fisterra ;4775
  15038-Frades ;2460
  15039-Irixoa ;1389
  15041-Laracha, A ;11402
  15040-Laxe ;3185
  15042-Lousame ;3463
  15043-Malpica de Bergantinos ;5666
  15044-Manon ;1454
  15045-Mazaricos ;4173
  15046-Melide ;7538
  15047-Mesia ;2734
  15048-Mino ;5859
  15049-Moeche ;1246
  15050-Monfero ;2037
  15051-Mugardos ;5362
  15053-Muros ;8960
  15052-Muxia ;5025
  15054-Naron ;39565
  15055-Neda ;5261
  15056-Negreira ;6936
  15057-Noia ;14472
  15058-Oleiros ;34693
  15059-Ordes ;12776
  15060-Oroso ;7413
  15061-Ortigueira ;6136
  15062-Outes ;6691
  15902-Oza-Cesuras ;5253
  15064-Paderne ;2467
  15065-Padron ;8643
  15066-Pino, O ;4706
  15067-Pobra do Caraminal, A ;9623
  15068-Ponteceso ;5789
  15069-Pontedeume ;8011
  15070-Pontes de Garcia Rodriguez, As ;10503
  15071-Porto do Son ;9436
  15072-Rianxo ;11386
  15073-Ribeira ;27372
  15074-Rois ;4710
  15075-Sada ;15080
  15076-San Sadurnino ;3009
  15077-Santa Comba ;9635
  15078-Santiago de Compostela ;95612
  15079-Santiso ;1709
  15080-Sobrado ;1911
  15081-Somozas, As ;1191
  15082-Teo ;18505
  15083-Toques ;1213
  15084-Tordoia ;3591
  15085-Touro ;3778
  15086-Trazo ;3263
  15088-Val do Dubra ;4033
  15087-Valdovino ;6753
  15089-Vedra ;5059
  15091-Vilarmaior ;1233
  15090-Vilasantar ;1280
  15092-Vimianzo ;7520
  15093-Zas ;4846
  16001-Abia de la Obispalia ;77
  16002-Acebron, El ;241
  16003-Alarcon ;148
  16004-Albaladejo del Cuende ;292
  16005-Albalate de las Nogueras ;272
  16006-Albendea ;134
  16007-Alberca de Zancara, La ;1723
  16008-Alcala de la Vega ;105
  16009-Alcantud ;72
  16010-Alcazar del Rey ;172
  16011-Alcohujate ;32
  16012-Alconchel de la Estrella ;111
  16013-Algarra ;32
  16014-Aliaguilla ;698
  16015-Almarcha, La ;415
  16016-Almendros ;272
  16017-Almodovar del Pinar ;447
  16018-Almonacid del Marquesado ;458
  16019-Altarejos ;229
  16020-Arandilla del Arroyo ;16
  16905-Arcas ;1605
  16022-Arcos de la Sierra ;88
  16024-Arguisuelas ;146
  16025-Arrancacepas ;26
  16026-Atalaya del Canavate ;116
  16027-Barajas de Melo ;935
  16029-Barchin del Hoyo ;90
  16030-Bascunana de San Pedro ;20
  16031-Beamud ;49
  16032-Belinchon ;356
  16033-Belmonte ;2019
  16034-Belmontejo ;196
  16035-Beteta ;293
  16036-Boniches ;151
  16038-Buciegas ;46
  16039-Buenache de Alarcon ;499
  16040-Buenache de la Sierra ;106
  16041-Buendia ;425
  16042-Campillo de Altobuey ;1481
  16043-Campillos-Paravientos ;117
  16044-Campillos-Sierra ;36
  16901-Campos del Paraiso ;845
  16045-Canalejas del Arroyo ;289
  16046-Canada del Hoyo ;280
  16047-Canada Juncosa ;272
  16048-Canamares ;500
  16049-Canavate, El ;165
  16050-Canaveras ;325
  16051-Canaveruelas ;151
  16052-Canete ;802
  16053-Canizares ;505
  16055-Carboneras de Guadazaon ;810
  16056-Cardenete ;533
  16057-Carrascosa ;89
  16058-Carrascosa de Haro ;122
  16060-Casas de Benitez ;918
  16061-Casas de Fernando Alonso ;1311
  16062-Casas de Garcimolina ;28
  16063-Casas de Guijarro ;116
  16064-Casas de Haro ;873
  16065-Casas de los Pinos ;464
  16066-Casasimarro ;3144
  16067-Castejon ;158
  16068-Castillejo de Iniesta ;189
  16070-Castillejo-Sierra ;33
  16072-Castillo de Garcimunoz ;157
  16071-Castillo-Albaranez ;21
  16073-Cervera del Llano ;231
  16023-Chillaron de Cuenca ;567
  16081-Chumillas ;54
  16074-Cierva, La ;44
  16078-Cuenca ;55428
  16079-Cueva del Hierro ;35
  16082-Enguidanos ;345
  16083-Fresneda de Altarejos ;54
  16084-Fresneda de la Sierra ;54
  16085-Frontera, La ;170
  16086-Fuente de Pedro Naharro ;1248
  16087-Fuentelespino de Haro ;280
  16088-Fuentelespino de Moya ;125
  16904-Fuentenava de Jabaga ;568
  16089-Fuentes ;465
  16091-Fuertescusa ;75
  16092-Gabaldon ;188
  16093-Garaballa ;72
  16094-Gascuena ;176
  16095-Graja de Campalbo ;101
  16096-Graja de Iniesta ;370
  16097-Henarejos ;169
  16098-Herrumblar, El ;717
  16099-Hinojosa, La ;214
  16100-Hinojosos, Los ;884
  16101-Hito, El ;173
  16102-Honrubia ;1650
  16103-Hontanaya ;319
  16104-Hontecillas ;58
  16106-Horcajo de Santiago ;3689
  16107-Huelamo ;106
  16108-Huelves ;53
  16109-Huerguina ;56
  16110-Huerta de la Obispalia ;133
  16111-Huerta del Marquesado ;210
  16112-Huete ;1862
  16113-Iniesta ;4382
  16115-Laguna del Marquesado ;48
  16116-Lagunaseca ;94
  16117-Landete ;1310
  16118-Ledana ;1662
  16119-Leganiel ;189
  16121-Majadas, Las ;284
  16122-Mariana ;320
  16123-Masegosa ;79
  16124-Mesas, Las ;2388
  16125-Minglanilla ;2367
  16126-Mira ;987
  16128-Monreal del Llano ;73
  16129-Montalbanejo ;118
  16130-Montalbo ;687
  16131-Monteagudo de las Salinas ;144
  16132-Mota de Altarejos ;31
  16133-Mota del Cuervo ;6172
  16134-Motilla del Palancar ;5896
  16135-Moya ;171
  16137-Narboneta ;56
  16139-Olivares de Jucar ;345
  16140-Olmeda de la Cuesta ;28
  16141-Olmeda del Rey ;135
  16142-Olmedilla de Alarcon ;158
  16143-Olmedilla de Eliz ;19
  16145-Osa de la Vega ;544
  16146-Pajaron ;84
  16147-Pajaroncillo ;76
  16148-Palomares del Campo ;680
  16149-Palomera ;186
  16150-Paracuellos ;102
  16151-Paredes ;65
  16152-Parra de las Vegas, La ;44
  16153-Pedernoso, El ;1189
  16154-Pedroneras, Las ;6816
  16155-Peral, El ;693
  16156-Peraleja, La ;109
  16157-Pesquera, La ;248
  16158-Picazo, El ;710
  16159-Pinarejo ;238
  16160-Pineda de Giguela ;69
  16161-Piqueras del Castillo ;57
  16162-Portalrubio de Guadamejud ;30
  16163-Portilla ;74
  16165-Poyatos ;67
  16166-Pozoamargo ;311
  16908-Pozorrubielos de la Mancha ;211
  16167-Pozorrubio de Santiago ;345
  16169-Pozuelo, El ;62
  16170-Priego ;1014
  16171-Provencio, El ;2526
  16172-Puebla de Almenara ;416
  16174-Puebla del Salvador ;211
  16175-Quintanar del Rey ;7576
  16176-Rada de Haro ;53
  16177-Reillo ;89
  16181-Rozalen del Monte ;75
  16185-Saceda-Trasierra ;51
  16186-Saelices ;553
  16187-Salinas del Manzano ;94
  16188-Salmeroncillos ;115
  16189-Salvacanete ;316
  16190-San Clemente ;6754
  16191-San Lorenzo de la Parrilla ;1153
  16192-San Martin de Boniches ;48
  16193-San Pedro Palmiches ;70
  16194-Santa Cruz de Moya ;259
  16196-Santa Maria de los Llanos ;721
  16195-Santa Maria del Campo Rus ;626
  16197-Santa Maria del Val ;68
  16198-Sisante ;1758
  16199-Solera de Gabaldon ;29
  16909-Sotorribas ;802
  16202-Talayuelas ;944
  16203-Tarancon ;14922
  16204-Tebar ;303
  16205-Tejadillos ;129
  16206-Tinajas ;221
  16209-Torralba ;127
  16211-Torrejoncillo del Rey ;433
  16212-Torrubia del Campo ;285
  16213-Torrubia del Castillo ;40
  16215-Tragacete ;288
  16216-Tresjuncos ;343
  16217-Tribaldos ;95
  16218-Ucles ;234
  16219-Una ;103
  16906-Valdecolmenas, Los ;84
  16224-Valdemeca ;91
  16225-Valdemorillo de la Sierra ;83
  16227-Valdemoro-Sierra ;119
  16228-Valdeolivas ;208
  16902-Valdetortola ;154
  16903-Valeras, Las ;1632
  16231-Valhermoso de la Fuente ;55
  16173-Valle de Altomira, El ;246
  16234-Valsalobre ;32
  16236-Valverde de Jucar ;1172
  16237-Valverdejo ;101
  16238-Vara de Rey ;561
  16239-Vega del Codorno ;153
  16240-Vellisca ;112
  16242-Villaconejos de Trabaque ;372
  16243-Villaescusa de Haro ;529
  16244-Villagarcia del Llano ;762
  16245-Villalba de la Sierra ;509
  16246-Villalba del Rey ;566
  16247-Villalgordo del Marquesado ;99
  16248-Villalpardo ;970
  16249-Villamayor de Santiago ;2617
  16250-Villanueva de Guadamejud ;80
  16251-Villanueva de la Jara ;2304
  16253-Villar de Canas ;447
  16254-Villar de Domingo Garcia ;218
  16255-Villar de la Encina ;164
  16263-Villar de Olalla ;1236
  16258-Villar del Humo ;235
  16259-Villar del Infantado ;42
  16910-Villar y Velasco ;104
  16264-Villarejo de Fuentes ;488
  16265-Villarejo de la Penuela ;21
  16266-Villarejo-Periesteban ;324
  16269-Villares del Saz ;517
  16270-Villarrubio ;211
  16271-Villarta ;917
  16272-Villas de la Ventosa ;280
  16273-Villaverde y Pasaconsol ;352
  16274-Villora ;141
  16275-Vindel ;12
  16276-Yemeda ;23
  16277-Zafra de Zancara ;137
  16278-Zafrilla ;75
  16279-Zarza de Tajo ;296
  16280-Zarzuela ;204
  17001-Agullana ;828
  17002-Aiguaviva ;775
  17003-Albanya ;149
  17004-Albons ;745
  17006-Alp ;1595
  17007-Amer ;2250
  17008-Angles ;5540
  17009-Arbucies ;6297
  17010-Argelaguer ;412
  17011-Armentera, L' ;907
  17012-Avinyonet de Puigventos ;1565
  17015-Banyoles ;19299
  17016-Bascara ;943
  17013-Begur ;3985
  17018-Bellcaire d'Emporda ;652
  17019-Besalu ;2437
  17020-Bescano ;4807
  17021-Beuda ;193
  17022-Bisbal d'Emporda, La ;10759
  17234-Biure ;242
  17023-Blanes ;39132
  17029-Boadella i les Escaules ;261
  17024-Bolvir ;380
  17025-Bordils ;1710
  17026-Borrassa ;711
  17027-Breda ;3728
  17028-Brunyola ;394
  17031-Cabanelles ;237
  17030-Cabanes ;931
  17032-Cadaques ;2840
  17033-Caldes de Malavella ;7166
  17034-Calonge ;10520
  17035-Camos ;683
  17036-Campdevanol ;3352
  17037-Campelles ;127
  17038-Campllong ;499
  17039-Camprodon ;2299
  17040-Canet d'Adri ;671
  17041-Cantallops ;328
  17042-Capmany ;590
  17044-Cassa de la Selva ;10030
  17046-Castellfollit de la Roca ;992
  17047-Castello d'Empuries ;10870
  17048-Castell-Platja d'Aro ;10589
  17189-Cellera de Ter, La ;2071
  17049-Celra ;5155
  17050-Cervia de Ter ;926
  17051-Cistella ;303
  17054-Colera ;533
  17055-Colomers ;189
  17057-Corca ;1244
  17056-Cornella del Terri ;2236
  17058-Crespia ;256
  17901-Cruilles, Monells i Sant Sadurni de l'Heura ;1304
  17060-Darnius ;554
  17061-Das ;222
  17062-Escala, L' ;10276
  17063-Espinelves ;196
  17064-Espolla ;415
  17065-Esponella ;444
  17005-Far d'Emporda, El ;552
  17066-Figueres ;45346
  17067-Flaca ;1060
  17068-Foixa ;306
  17069-Fontanals de Cerdanya ;450
  17070-Fontanilles ;144
  17071-Fontcoberta ;1448
  17902-Forallac ;1705
  17073-Fornells de la Selva ;2528
  17074-Fortia ;723
  17075-Garrigas ;423
  17076-Garrigoles ;160
  17077-Garriguella ;842
  17078-Ger ;430
  17079-Girona ;97586
  17080-Gombren ;185
  17081-Gualta ;368
  17082-Guils de Cerdanya ;523
  17083-Hostalric ;4005
  17084-Isovol ;281
  17085-Jafre ;387
  17086-Jonquera, La ;3220
  17087-Juia ;338
  17088-Llado ;767
  17089-Llagostera ;8224
  17090-Llambilles ;733
  17091-Llanars ;512
  17092-Llanca ;4985
  17093-Llers ;1209
  17094-Llivia ;1456
  17095-Lloret de Mar ;37618
  17096-Llosses, Les ;226
  17102-Macanet de Cabrenys ;755
  17103-Macanet de la Selva ;6887
  17097-Madremanya ;276
  17098-Maia de Montcal ;446
  17100-Masarac ;294
  17101-Massanes ;722
  17099-Meranges ;100
  17105-Mieres ;330
  17106-Mollet de Peralada ;180
  17107-Mollo ;330
  17109-Montagut i Oix ;949
  17110-Mont-ras ;1710
  17111-Navata ;1323
  17112-Ogassa ;232
  17114-Olot ;33944
  17115-Ordis ;389
  17116-Osor ;421
  17117-Palafrugell ;22733
  17118-Palamos ;17911
  17119-Palau de Santa Eulalia ;88
  17121-Palau-sator ;298
  17120-Palau-saverdera ;1485
  17123-Palol de Revardit ;466
  17124-Pals ;2501
  17125-Pardines ;155
  17126-Parlava ;398
  17128-Pau ;557
  17129-Pedret i Marza ;193
  17130-Pera, La ;441
  17132-Peralada ;1841
  17133-Planes d'Hostoles, Les ;1674
  17134-Planoles ;298
  17135-Pont de Molins ;512
  17136-Pontos ;231
  17137-Porqueres ;4521
  17140-Port de la Selva, El ;1002
  17138-Portbou ;1167
  17139-Preses, Les ;1764
  17141-Puigcerda ;8825
  17142-Quart ;3448
  17043-Queralbs ;173
  17143-Rabos ;182
  17144-Regencos ;285
  17145-Ribes de Freser ;1818
  17146-Riells i Viabrea ;3945
  17147-Ripoll ;10632
  17148-Riudarenes ;2120
  17149-Riudaura ;461
  17150-Riudellots de la Selva ;2022
  17151-Riumors ;245
  17152-Roses ;19575
  17153-Rupia ;248
  17154-Sales de Llierca ;139
  17155-Salt ;29342
  17157-Sant Andreu Salou ;149
  17183-Sant Aniol de Finestres ;373
  17158-Sant Climent Sescebes ;601
  17159-Sant Feliu de Buixalleu ;787
  17160-Sant Feliu de Guixols ;21586
  17161-Sant Feliu de Pallerols ;1332
  17162-Sant Ferriol ;239
  17163-Sant Gregori ;3498
  17164-Sant Hilari Sacalm ;5608
  17165-Sant Jaume de Llierca ;841
  17167-Sant Joan de les Abadesses ;3383
  17168-Sant Joan de Mollet ;497
  17185-Sant Joan les Fonts ;2937
  17166-Sant Jordi Desvalls ;720
  17169-Sant Julia de Ramis ;3415
  17903-Sant Julia del Llor i Bonmati ;1272
  17171-Sant Llorenc de la Muga ;255
  17172-Sant Marti de Llemena ;605
  17173-Sant Marti Vell ;248
  17174-Sant Miquel de Campmajor ;219
  17175-Sant Miquel de Fluvia ;756
  17176-Sant Mori ;176
  17177-Sant Pau de Seguries ;682
  17178-Sant Pere Pescador ;2143
  17180-Santa Coloma de Farners ;12681
  17181-Santa Cristina d'Aro ;5089
  17182-Santa Llogaia d'alguema ;339
  17184-Santa Pau ;1562
  17186-Sarria de Ter ;4973
  17187-Saus, Camallera i Llampaies ;830
  17188-Selva de Mar, La ;184
  17190-Serinya ;1130
  17191-Serra de Daro ;209
  17192-Setcases ;180
  17193-Sils ;5797
  17052-Siurana ;152
  17194-Susqueda ;92
  17195-Tallada d'Emporda, La ;458
  17196-Terrades ;294
  17197-Torrent ;169
  17198-Torroella de Fluvia ;732
  17199-Torroella de Montgri ;11388
  17200-Tortella ;775
  17201-Toses ;155
  17202-Tossa de Mar ;5623
  17204-Ulla ;1068
  17205-Ullastret ;295
  17203-Ultramort ;200
  17206-Urus ;176
  17014-Vajol, La ;88
  17208-Vall de Bianya, La ;1297
  17207-Vall d'en Bas, La ;2966
  17170-Vallfogona de Ripolles ;205
  17209-Vall-llobrega ;915
  17210-Ventallo ;830
  17211-Verges ;1197
  17212-Vidra ;173
  17213-Vidreres ;7741
  17214-Vilabertran ;902
  17215-Vilablareix ;2559
  17217-Viladamat ;441
  17216-Viladasens ;221
  17218-Vilademuls ;834
  17220-Viladrau ;1035
  17221-Vilafant ;5543
  17223-Vilajuiga ;1169
  17224-Vilallonga de Ter ;398
  17225-Vilamacolum ;294
  17226-Vilamalla ;1133
  17227-Vilamaniscle ;179
  17228-Vilanant ;399
  17230-Vila-sacra ;670
  17222-Vilaur ;159
  17233-Vilobi d'Onyar ;3166
  17232-Vilopriu ;199
  18001-Agron ;310
  18002-Alamedilla ;637
  18003-Albolote ;18464
  18004-Albondon ;782
  18005-Albunan ;420
  18006-Albunol ;6948
  18007-Albunuelas ;893
  18010-Aldeire ;631
  18011-Alfacar ;5445
  18012-Algarinejo ;2813
  18013-Alhama de Granada ;6126
  18014-Alhendin ;8503
  18015-Alicun de Ortega ;523
  18016-Almegijar ;376
  18017-Almunecar ;27391
  18904-Alpujarra de la Sierra ;1041
  18018-Alquife ;718
  18020-Arenas del Rey ;1865
  18021-Armilla ;23623
  18022-Atarfe ;17792
  18023-Baza ;20668
  18024-Beas de Granada ;1012
  18025-Beas de Guadix ;363
  18027-Benalua ;3298
  18028-Benalua de las Villas ;1148
  18029-Benamaurel ;2378
  18030-Berchules ;739
  18032-Bubion ;309
  18033-Busquistar ;289
  18034-Cacin ;589
  18035-Cadiar ;1554
  18036-Cajar ;4909
  18114-Calahorra, La ;719
  18037-Calicasas ;606
  18038-Campotejar ;1301
  18039-Caniles ;4351
  18040-Canar ;405
  18042-Capileira ;508
  18043-Carataunas ;210
  18044-Castaras ;250
  18045-Castillejar ;1400
  18046-Castril ;2276
  18047-Cenes de la Vega ;7942
  18059-Chauchina ;5428
  18061-Chimeneas ;1360
  18062-Churriana de la Vega ;13907
  18048-Cijuela ;3221
  18049-Cogollos de Guadix ;718
  18050-Cogollos de la Vega ;2099
  18051-Colomera ;1416
  18053-Cortes de Baza ;2058
  18054-Cortes y Graena ;1043
  18912-Cuevas del Campo ;1882
  18056-Cullar ;4351
  18057-Cullar Vega ;7128
  18063-Darro ;1545
  18064-Dehesas de Guadix ;454
  18065-Dehesas Viejas ;783
  18066-Deifontes ;2624
  18067-Diezma ;780
  18068-Dilar ;1838
  18069-Dolar ;621
  18070-Dudar ;348
  18071-Durcal ;7123
  18072-Escuzar ;791
  18074-Ferreira ;314
  18076-Fonelas ;1054
  18078-Freila ;950
  18079-Fuente Vaqueros ;4457
  18905-Gabias, Las ;19603
  18082-Galera ;1150
  18083-Gobernador ;298
  18084-Gojar ;5410
  18085-Gor ;777
  18086-Gorafe ;420
  18087-Granada ;235800
  18088-Guadahortuna ;1989
  18089-Guadix ;18928
  18906-Guajares, Los ;1087
  18093-Gualchos ;4849
  18094-Guejar Sierra ;2953
  18095-Guevejar ;2540
  18096-Huelago ;430
  18097-Hueneja ;1168
  18098-Huescar ;7677
  18099-Huetor de Santillan ;1872
  18100-Huetor Tajar ;10147
  18101-Huetor Vega ;11849
  18102-Illora ;10423
  18103-Itrabo ;1018
  18105-Iznalloz ;6016
  18107-Jayena ;1178
  18108-Jerez del Marquesado ;1021
  18109-Jete ;908
  18111-Jun ;3620
  18112-Juviles ;153
  18115-Lachar ;3263
  18116-Lanjaron ;3715
  18117-Lanteira ;546
  18119-Lecrin ;2138
  18120-Lentegi ;346
  18121-Lobras ;166
  18122-Loja ;20893
  18123-Lugros ;320
  18124-Lujar ;517
  18126-Malaha, La ;1834
  18127-Maracena ;21816
  18128-Marchal ;427
  18132-Moclin ;3976
  18133-Molvizar ;2895
  18134-Monachil ;7538
  18135-Montefrio ;5720
  18136-Montejicar ;2230
  18137-Montillana ;1330
  18138-Moraleda de Zafayona ;3200
  18909-Morelabor ;693
  18140-Motril ;60777
  18141-Murtas ;524
  18903-Nevada ;1123
  18143-Niguelas ;1214
  18144-Nivar ;922
  18145-Ogijares ;13719
  18146-Orce ;1226
  18147-orgiva ;5483
  18148-Otivar ;1093
  18150-Padul ;8407
  18151-Pampaneira ;315
  18152-Pedro Martinez ;1150
  18153-Peligros ;11154
  18154-Peza, La ;1250
  18910-Pinar, El ;996
  18157-Pinos Genil ;1438
  18158-Pinos Puente ;10605
  18159-Pinar ;1209
  18161-Policar ;235
  18162-Polopos ;1680
